transaction_id,date,retailer_id,order_value_pkr,delivery_distance_km,is_default
txn_996,2026-01-22,r_0248,18425.64,12.9,0
txn_997,2026-01-22,r_0260,51522.04,23.8,1
txn_998,2026-01-22,r_0274,9288.18,20.9,1
txn_999,2026-01-22,r_0278,43745.73,3.8,0
txn_1000,2026-01-22,r_0288,14430.05,23.0,0
txn_1001,2026-01-22,r_0294,25276.44,13.8,0
txn_1002,2026-01-22,r_0296,57305.57,4.7,0
txn_1003,2026-01-22,r_0330,10662.82,5.2,0
txn_1004,2026-01-22,r_0361,22218.8,10.2,0
txn_1005,2026-01-22,r_0375,26490.8,20.7,1
txn_1006,2026-01-22,r_0380,12226.95,20.8,0
txn_1007,2026-01-22,r_0388,21444.82,3.8,1
txn_1008,2026-01-22,r_0391,17347.07,4.6,1
txn_1009,2026-01-22,r_0400,25314.39,9.3,0
txn_1010,2026-01-22,r_0414,43764.88,4.8,1
txn_1011,2026-01-22,r_0423,26695.33,6.1,0
txn_1012,2026-01-22,r_0428,14923.96,7.4,0
txn_1013,2026-01-22,r_0429,32001.02,18.5,0
txn_1014,2026-01-22,r_0431,19448.52,24.8,0
txn_1015,2026-01-22,r_0452,22631.47,13.8,1
txn_1016,2026-01-22,r_0454,46370.99,8.4,0
txn_1017,2026-01-22,r_0481,26449.25,2.5,1
txn_1018,2026-01-22,r_0489,27398.72,4.4,0
txn_1019,2026-01-23,r_0036,20579.69,14.4,0
txn_1020,2026-01-23,r_0042,9288.29,18.9,0
txn_1021,2026-01-23,r_0058,28149.76,2.4,1
txn_1022,2026-01-23,r_0085,28961.22,18.5,0
txn_1023,2026-01-23,r_0106,18716.22,21.5,0
txn_1024,2026-01-23,r_0108,39260.96,20.6,0
txn_1025,2026-01-23,r_0117,26645.92,25.0,0
txn_1026,2026-01-23,r_0128,34548.84,10.8,0
txn_1027,2026-01-23,r_0147,41277.16,2.4,0
txn_1028,2026-01-23,r_0148,18275.84,3.0,0
txn_1029,2026-01-23,r_0156,19710.98,7.7,1
txn_1030,2026-01-23,r_0186,31426.55,9.5,1
txn_1031,2026-01-23,r_0196,19007.06,17.4,1
txn_1032,2026-01-23,r_0218,42609.93,4.6,1
txn_1033,2026-01-23,r_0219,35584.8,23.0,0
txn_1034,2026-01-23,r_0242,27750.24,9.5,0
txn_1035,2026-01-23,r_0244,10666.66,10.5,1
txn_1036,2026-01-23,r_0266,40986.21,17.2,1
txn_1037,2026-01-23,r_0289,7823.75,11.5,0
txn_1038,2026-01-23,r_0296,62380.17,8.1,0
txn_1039,2026-01-23,r_0297,15127.22,14.7,0
txn_1040,2026-01-23,r_0308,19889.53,19.1,0
txn_1041,2026-01-23,r_0325,36263.93,5.7,0
txn_1042,2026-01-23,r_0360,31391.41,13.6,0
txn_1043,2026-01-23,r_0363,63042.05,4.4,0
txn_1044,2026-01-23,r_0387,21925.11,5.8,0
txn_1045,2026-01-23,r_0396,19738.52,24.7,0
txn_1046,2026-01-23,r_0398,32554.67,21.3,1
txn_1047,2026-01-23,r_0412,57115.06,7.1,0
txn_1048,2026-01-23,r_0420,48527.74,2.2,0
txn_1049,2026-01-23,r_0438,48908.29,7.2,0
txn_1050,2026-01-23,r_0490,40088.49,12.6,0
txn_1051,2026-01-23,r_0499,29864.9,24.0,1
txn_1052,2026-01-24,r_0006,17504.73,9.6,1
txn_1053,2026-01-24,r_0022,28221.3,13.6,0
txn_1054,2026-01-24,r_0032,23831.41,22.3,1
txn_1055,2026-01-24,r_0063,88765.48,8.4,1
txn_1056,2026-01-24,r_0147,38248.88,18.7,1
txn_1057,2026-01-24,r_0165,30951.25,20.8,0
txn_1058,2026-01-24,r_0172,13532.7,2.4,0
txn_1059,2026-01-24,r_0179,16585.35,4.2,1
txn_1060,2026-01-24,r_0196,13701.76,10.4,0
txn_1061,2026-01-24,r_0199,21018.26,5.1,0
txn_1062,2026-01-24,r_0206,14153.85,9.6,1
txn_1063,2026-01-24,r_0256,12957.1,8.0,0
txn_1064,2026-01-24,r_0259,17272.18,12.2,0
txn_1065,2026-01-24,r_0273,38101.3,7.7,0
txn_1066,2026-01-24,r_0285,7805.84,10.9,1
txn_1067,2026-01-24,r_0293,23992.9,6.3,1
txn_1068,2026-01-24,r_0298,16763.59,4.1,1
txn_1069,2026-01-24,r_0305,27326.46,9.6,0
txn_1070,2026-01-24,r_0326,27121.58,19.9,0
txn_1071,2026-01-24,r_0340,12210.86,7.8,0
txn_1072,2026-01-24,r_0344,10457.97,23.2,0
txn_1073,2026-01-24,r_0351,29487.71,4.2,0
txn_1074,2026-01-24,r_0356,39138.26,13.5,0
txn_1075,2026-01-24,r_0373,24411.79,13.1,1
txn_1076,2026-01-24,r_0383,26564.1,4.8,0
txn_1077,2026-01-24,r_0390,20978.34,22.7,1
txn_1078,2026-01-24,r_0393,33206.22,10.9,1
txn_1079,2026-01-24,r_0397,38921.62,12.2,1
txn_1080,2026-01-24,r_0406,10327.04,7.3,1
txn_1081,2026-01-24,r_0418,25744.78,23.3,0
txn_1082,2026-01-24,r_0425,21128.19,6.1,0
txn_1083,2026-01-24,r_0434,33996.48,13.1,0
txn_1084,2026-01-24,r_0438,58866.38,21.4,0
txn_1085,2026-01-24,r_0441,9907.43,6.3,1
txn_1086,2026-01-24,r_0451,25528.09,13.6,1
txn_1087,2026-01-24,r_0461,18345.57,7.1,0
txn_1088,2026-01-24,r_0466,15521.61,5.7,0
txn_1089,2026-01-24,r_0472,33025.27,13.5,0
txn_1090,2026-01-24,r_0483,46998.52,21.1,1
txn_1091,2026-01-24,r_0496,46630.51,24.3,0
txn_1092,2026-01-24,r_0500,11063.18,22.5,1
txn_1093,2026-01-25,r_0019,27614.33,20.2,1
txn_1094,2026-01-25,r_0027,20199.85,21.1,0
txn_1095,2026-01-25,r_0047,33869.59,3.0,1
txn_1096,2026-01-25,r_0054,16325.56,7.7,0
txn_1097,2026-01-25,r_0082,18235.26,24.9,0
txn_1098,2026-01-25,r_0085,33335.36,20.4,0
txn_1099,2026-01-25,r_0092,26440.55,11.3,1
txn_1100,2026-01-25,r_0098,43002.61,19.7,0
txn_1101,2026-01-25,r_0101,37218.06,12.3,1
txn_1102,2026-01-25,r_0104,32788.2,24.2,1
txn_1103,2026-01-25,r_0139,41964.01,24.9,0
txn_1104,2026-01-25,r_0143,24996.24,2.3,1
txn_1105,2026-01-25,r_0145,14081.17,21.8,1
txn_1106,2026-01-25,r_0164,22091.18,11.2,1
txn_1107,2026-01-25,r_0170,26020.75,18.8,1
txn_1108,2026-01-25,r_0175,9540.02,2.9,0
txn_1109,2026-01-25,r_0186,29396.21,22.0,0
txn_1110,2026-01-25,r_0213,25430.8,14.3,0
txn_1111,2026-01-25,r_0225,9681.07,17.4,0
txn_1112,2026-01-25,r_0227,24729.91,12.5,1
txn_1113,2026-01-25,r_0230,16496.31,13.8,0
txn_1114,2026-01-25,r_0247,14406.17,9.7,1
txn_1115,2026-01-25,r_0257,12192.28,9.8,0
txn_1116,2026-01-25,r_0259,15500.63,8.7,1
txn_1117,2026-01-25,r_0286,33319.52,24.3,0
txn_1118,2026-01-25,r_0295,19458.66,22.6,1
txn_1119,2026-01-25,r_0309,9535.51,19.3,0
txn_1120,2026-01-25,r_0323,21693.86,23.4,0
txn_1121,2026-01-25,r_0326,22480.7,10.1,0
txn_1122,2026-01-25,r_0343,9138.43,18.5,0
txn_1123,2026-01-25,r_0356,37508.03,25.0,1
txn_1124,2026-01-25,r_0361,21087.98,25.0,0
txn_1125,2026-01-25,r_0367,11997.6,10.5,1
txn_1126,2026-01-25,r_0416,20643.7,16.5,1
txn_1127,2026-01-25,r_0429,32650.76,8.0,0
txn_1128,2026-01-25,r_0438,45721.14,11.4,1
txn_1129,2026-01-25,r_0453,16144.74,4.8,0
txn_1130,2026-01-25,r_0455,15031.52,2.6,0
txn_1131,2026-01-25,r_0466,14151.9,13.5,0
txn_1132,2026-01-26,r_0008,16686.35,14.0,0
txn_1133,2026-01-26,r_0016,21773.57,11.8,0
txn_1134,2026-01-26,r_0023,13557.99,19.2,0
txn_1135,2026-01-26,r_0028,31332.99,7.7,0
txn_1136,2026-01-26,r_0031,12765.35,6.5,0
txn_1137,2026-01-26,r_0066,26940.14,2.2,1
txn_1138,2026-01-26,r_0070,16722.4,20.3,0
txn_1139,2026-01-26,r_0071,4588.96,18.5,0
txn_1140,2026-01-26,r_0091,10588.59,18.8,0
txn_1141,2026-01-26,r_0100,16300.92,4.7,0
txn_1142,2026-01-26,r_0130,44810.69,8.0,0
txn_1143,2026-01-26,r_0143,25274.62,20.9,0
txn_1144,2026-01-26,r_0176,33851.93,12.2,1
txn_1145,2026-01-26,r_0189,45346.58,22.2,0
txn_1146,2026-01-26,r_0190,11900.5,6.0,0
txn_1147,2026-01-26,r_0202,14821.02,9.9,1
txn_1148,2026-01-26,r_0215,20374.6,20.1,1
txn_1149,2026-01-26,r_0216,23198.62,3.7,0
txn_1150,2026-01-26,r_0221,40251.08,18.3,1
txn_1151,2026-01-26,r_0229,32563.23,11.8,0
txn_1152,2026-01-26,r_0260,43638.2,3.5,0
txn_1153,2026-01-26,r_0274,8540.32,16.4,0
txn_1154,2026-01-26,r_0297,14129.92,9.1,1
txn_1155,2026-01-26,r_0301,11801.61,6.1,1
txn_1156,2026-01-26,r_0315,38353.8,8.0,1
txn_1157,2026-01-26,r_0338,16725.26,23.4,0
txn_1158,2026-01-26,r_0347,17083.77,16.8,1
txn_1159,2026-01-26,r_0352,9140.77,3.4,0
txn_1160,2026-01-26,r_0363,62679.17,21.2,1
txn_1161,2026-01-26,r_0384,30372.25,21.2,1
txn_1162,2026-01-26,r_0425,26337.78,16.7,1
txn_1163,2026-01-26,r_0446,16387.84,10.5,0
txn_1164,2026-01-26,r_0455,19268.42,5.0,0
txn_1165,2026-01-26,r_0474,16275.23,24.6,0
txn_1166,2026-01-27,r_0002,23273.52,11.6,1
txn_1167,2026-01-27,r_0020,35754.51,8.3,1
txn_1168,2026-01-27,r_0022,20953.38,11.6,0
txn_1169,2026-01-27,r_0052,35239.21,23.0,1
txn_1170,2026-01-27,r_0061,53862.24,8.5,1
txn_1171,2026-01-27,r_0082,14693.3,7.9,0
txn_1172,2026-01-27,r_0089,41854.74,15.5,0
txn_1173,2026-01-27,r_0105,32053.76,24.1,0
txn_1174,2026-01-27,r_0107,11434.59,12.0,0
txn_1175,2026-01-27,r_0143,17124.69,19.2,1
txn_1176,2026-01-27,r_0145,13639.66,15.6,0
txn_1177,2026-01-27,r_0148,24949.72,14.9,0
txn_1178,2026-01-27,r_0150,31261.55,19.8,0
txn_1179,2026-01-27,r_0156,21855.33,16.0,0
txn_1180,2026-01-27,r_0164,31295.06,16.0,0
txn_1181,2026-01-27,r_0195,19146.14,16.8,1
txn_1182,2026-01-27,r_0211,13660.19,23.8,0
txn_1183,2026-01-27,r_0225,8962.4,21.3,1
txn_1184,2026-01-27,r_0226,15906.38,18.0,1
txn_1185,2026-01-27,r_0247,17866.45,8.6,0
txn_1186,2026-01-27,r_0253,13002.06,13.0,1
txn_1187,2026-01-27,r_0287,27094.94,12.8,0
txn_1188,2026-01-27,r_0292,36051.2,7.3,0
txn_1189,2026-01-27,r_0302,20868.02,22.0,1
txn_1190,2026-01-27,r_0343,11309.19,17.8,1
txn_1191,2026-01-27,r_0349,16253.15,9.2,0
txn_1192,2026-01-27,r_0358,22368.69,6.1,1
txn_1193,2026-01-27,r_0365,11914.45,17.9,1
txn_1194,2026-01-27,r_0390,23910.87,24.9,0
txn_1195,2026-01-27,r_0399,26290.75,10.8,0
txn_1196,2026-01-27,r_0409,12232.14,22.0,0
txn_1197,2026-01-27,r_0413,15401.45,9.5,0
txn_1198,2026-01-27,r_0423,26437.07,22.3,0
txn_1199,2026-01-27,r_0448,35247.93,17.9,0
txn_1200,2026-01-27,r_0459,11618.18,16.5,1
txn_1201,2026-01-27,r_0463,36122.9,5.6,1
txn_1202,2026-01-27,r_0464,16483.1,19.3,0
txn_1203,2026-01-27,r_0499,27745.49,8.0,0
txn_1204,2026-01-28,r_0011,18289.46,12.5,0
txn_1205,2026-01-28,r_0020,45100.12,23.8,1
txn_1206,2026-01-28,r_0022,26134.27,11.2,1
txn_1207,2026-01-28,r_0044,21847.62,13.7,1
txn_1208,2026-01-28,r_0057,19862.77,14.8,0
txn_1209,2026-01-28,r_0077,24677.19,2.4,1
txn_1210,2026-01-28,r_0080,48326.96,20.2,1
txn_1211,2026-01-28,r_0094,12574.89,13.0,0
txn_1212,2026-01-28,r_0097,15653.8,3.5,0
txn_1213,2026-01-28,r_0104,28136.37,2.1,0
txn_1214,2026-01-28,r_0121,34860.51,18.1,0
txn_1215,2026-01-28,r_0126,31473.66,5.2,0
txn_1216,2026-01-28,r_0143,17635.22,19.1,1
txn_1217,2026-01-28,r_0168,45059.49,9.1,0
txn_1218,2026-01-28,r_0178,17908.36,15.4,0
txn_1219,2026-01-28,r_0180,16867.85,6.0,0
txn_1220,2026-01-28,r_0181,36262.58,18.2,0
txn_1221,2026-01-28,r_0197,9325.82,4.2,0
txn_1222,2026-01-28,r_0203,49486.11,21.2,1
txn_1223,2026-01-28,r_0205,9594.53,23.8,1
txn_1224,2026-01-28,r_0211,11755.69,7.7,1
txn_1225,2026-01-28,r_0232,23368.88,6.8,0
txn_1226,2026-01-28,r_0242,30518.13,9.1,1
txn_1227,2026-01-28,r_0288,17561.44,6.4,1
txn_1228,2026-01-28,r_0320,38355.67,16.7,1
txn_1229,2026-01-28,r_0332,11920.67,19.1,0
txn_1230,2026-01-28,r_0339,29670.76,14.2,0
txn_1231,2026-01-28,r_0341,17481.03,24.4,0
txn_1232,2026-01-28,r_0350,18822.37,24.9,1
txn_1233,2026-01-28,r_0374,5796.0,13.4,0
txn_1234,2026-01-28,r_0377,14284.47,22.3,0
txn_1235,2026-01-28,r_0379,38161.26,2.7,0
txn_1236,2026-01-28,r_0390,28408.99,11.8,1
txn_1237,2026-01-28,r_0391,20109.53,24.2,1
txn_1238,2026-01-28,r_0396,18799.45,6.6,1
txn_1239,2026-01-28,r_0402,16872.96,17.4,0
txn_1240,2026-01-28,r_0415,32341.28,22.3,0
txn_1241,2026-01-28,r_0419,40755.96,10.6,0
txn_1242,2026-01-28,r_0426,33144.14,4.5,0
txn_1243,2026-01-28,r_0428,17517.02,3.1,0
txn_1244,2026-01-28,r_0456,43734.57,10.8,1
txn_1245,2026-01-28,r_0468,8436.22,24.5,0
txn_1246,2026-01-28,r_0479,29835.9,15.4,0
txn_1247,2026-01-29,r_0008,15251.6,4.2,1
txn_1248,2026-01-29,r_0023,10419.85,22.3,1
txn_1249,2026-01-29,r_0032,30318.66,3.9,0
txn_1250,2026-01-29,r_0039,28720.76,5.7,0
txn_1251,2026-01-29,r_0043,11628.75,17.6,0
txn_1252,2026-01-29,r_0055,18425.47,17.2,0
txn_1253,2026-01-29,r_0056,9620.27,7.4,1
txn_1254,2026-01-29,r_0070,21420.75,10.4,0
txn_1255,2026-01-29,r_0080,36609.1,8.6,0
txn_1256,2026-01-29,r_0093,7328.91,12.9,0
txn_1257,2026-01-29,r_0100,17808.56,11.1,1
txn_1258,2026-01-29,r_0106,14337.07,14.9,1
txn_1259,2026-01-29,r_0110,18159.23,3.5,0
txn_1260,2026-01-29,r_0126,45157.92,14.0,0
txn_1261,2026-01-29,r_0128,38666.25,24.9,1
txn_1262,2026-01-29,r_0142,7201.81,11.5,0
txn_1263,2026-01-29,r_0149,23750.79,7.1,1
txn_1264,2026-01-29,r_0150,30266.79,2.7,1
txn_1265,2026-01-29,r_0157,23722.27,3.5,0
txn_1266,2026-01-29,r_0182,44612.52,2.7,0
txn_1267,2026-01-29,r_0190,12709.74,13.9,0
txn_1268,2026-01-29,r_0203,57563.47,24.1,0
txn_1269,2026-01-29,r_0216,27789.5,17.2,0
txn_1270,2026-01-29,r_0218,39174.39,4.0,1
txn_1271,2026-01-29,r_0232,21965.51,18.8,0
txn_1272,2026-01-29,r_0242,25629.2,8.5,0
txn_1273,2026-01-29,r_0245,19574.33,6.8,0
txn_1274,2026-01-29,r_0247,19612.3,4.5,0
txn_1275,2026-01-29,r_0252,33648.32,16.3,0
txn_1276,2026-01-29,r_0305,29031.57,16.5,0
txn_1277,2026-01-29,r_0314,16184.43,20.3,0
txn_1278,2026-01-29,r_0328,19444.16,24.7,0
txn_1279,2026-01-29,r_0368,25458.31,11.5,0
txn_1280,2026-01-29,r_0392,17930.43,18.6,0
txn_1281,2026-01-29,r_0410,22294.32,19.7,0
txn_1282,2026-01-29,r_0417,60118.3,10.0,0
txn_1283,2026-01-29,r_0456,40500.45,9.8,0
txn_1284,2026-01-29,r_0480,14312.91,21.2,1
txn_1285,2026-01-29,r_0493,28130.0,23.8,0
txn_1286,2026-01-29,r_0496,38020.62,19.7,0
txn_1287,2026-01-29,r_0500,11407.86,6.2,0
txn_1288,2026-01-30,r_0017,9668.54,16.1,0
txn_1289,2026-01-30,r_0020,42150.69,4.5,0
txn_1290,2026-01-30,r_0025,49069.11,17.0,0
txn_1291,2026-01-30,r_0066,34448.43,11.9,0
txn_1292,2026-01-30,r_0084,41833.03,6.0,0
txn_1293,2026-01-30,r_0098,39515.24,8.5,1
txn_1294,2026-01-30,r_0100,22492.61,22.9,0
txn_1295,2026-01-30,r_0117,23117.99,22.0,0
txn_1296,2026-01-30,r_0120,41157.0,22.7,1
txn_1297,2026-01-30,r_0130,38012.9,13.2,1
txn_1298,2026-01-30,r_0135,30289.94,5.5,0
txn_1299,2026-01-30,r_0143,23688.36,3.9,0
txn_1300,2026-01-30,r_0152,25657.82,4.1,0
txn_1301,2026-01-30,r_0153,44473.56,16.1,1
txn_1302,2026-01-30,r_0158,20433.28,22.7,0
txn_1303,2026-01-30,r_0188,52281.76,9.8,0
txn_1304,2026-01-30,r_0203,54664.1,23.6,0
txn_1305,2026-01-30,r_0242,28033.2,17.0,0
txn_1306,2026-01-30,r_0253,12015.74,12.5,0
txn_1307,2026-01-30,r_0267,30181.09,12.5,0
txn_1308,2026-01-30,r_0274,7775.94,12.1,1
txn_1309,2026-01-30,r_0287,24762.94,17.4,0
txn_1310,2026-01-30,r_0297,14925.21,18.7,0
txn_1311,2026-01-30,r_0312,33274.29,22.1,0
txn_1312,2026-01-30,r_0320,39639.23,9.5,0
txn_1313,2026-01-30,r_0336,18823.51,24.4,0
txn_1314,2026-01-30,r_0340,15015.73,21.7,0
txn_1315,2026-01-30,r_0401,14951.94,7.9,1
txn_1316,2026-01-30,r_0419,40729.39,2.0,0
txn_1317,2026-01-30,r_0422,33498.5,12.9,0
txn_1318,2026-01-30,r_0436,35716.05,23.1,0
txn_1319,2026-01-30,r_0441,12199.35,12.0,1
txn_1320,2026-01-30,r_0453,14774.32,8.8,0
txn_1321,2026-01-30,r_0466,12130.13,2.2,0
txn_1322,2026-01-30,r_0500,9871.64,6.4,0
txn_1323,2026-01-31,r_0014,23291.24,10.2,1
txn_1324,2026-01-31,r_0058,20720.88,17.2,0
txn_1325,2026-01-31,r_0066,30404.63,20.1,0
txn_1326,2026-01-31,r_0076,17021.96,12.0,1
txn_1327,2026-01-31,r_0082,20384.27,16.2,0
txn_1328,2026-01-31,r_0106,16243.5,24.1,1
txn_1329,2026-01-31,r_0117,25232.94,24.5,0
txn_1330,2026-01-31,r_0126,34086.76,3.3,0
txn_1331,2026-01-31,r_0131,32878.27,3.9,1
txn_1332,2026-01-31,r_0164,23646.91,8.3,1
txn_1333,2026-01-31,r_0197,9741.15,3.4,1
txn_1334,2026-01-31,r_0215,23319.2,21.2,0
txn_1335,2026-01-31,r_0218,54077.07,7.2,0
txn_1336,2026-01-31,r_0219,44465.97,12.5,0
txn_1337,2026-01-31,r_0236,22090.15,18.3,0
txn_1338,2026-01-31,r_0242,21589.83,9.4,0
txn_1339,2026-01-31,r_0299,19621.31,2.5,0
txn_1340,2026-01-31,r_0300,31640.31,5.6,0
txn_1341,2026-01-31,r_0308,22938.95,23.5,0
txn_1342,2026-01-31,r_0324,26296.47,9.9,0
txn_1343,2026-01-31,r_0330,10552.31,15.5,1
txn_1344,2026-01-31,r_0354,38806.84,2.5,0
txn_1345,2026-01-31,r_0372,22648.36,15.6,1
txn_1346,2026-01-31,r_0391,17300.91,4.2,1
txn_1347,2026-01-31,r_0401,13984.6,5.2,0
txn_1348,2026-01-31,r_0428,17823.97,19.9,0
txn_1349,2026-01-31,r_0439,30868.51,2.0,0
txn_1350,2026-01-31,r_0443,41751.93,20.6,1
txn_1351,2026-01-31,r_0446,15752.83,2.5,1
txn_1352,2026-01-31,r_0452,25451.69,4.0,0
txn_1353,2026-01-31,r_0499,25576.84,6.6,0
txn_1354,2026-02-01,r_0008,18292.59,21.0,0
txn_1355,2026-02-01,r_0017,9481.35,24.5,0
txn_1356,2026-02-01,r_0029,11115.56,22.3,0
txn_1357,2026-02-01,r_0038,16480.04,2.7,0
txn_1358,2026-02-01,r_0062,34486.89,17.9,1
txn_1359,2026-02-01,r_0065,35543.27,6.9,1
txn_1360,2026-02-01,r_0082,15480.85,23.1,0
txn_1361,2026-02-01,r_0087,31233.28,17.5,0
txn_1362,2026-02-01,r_0126,41657.88,12.1,0
txn_1363,2026-02-01,r_0128,38833.25,22.6,0
txn_1364,2026-02-01,r_0133,32149.39,2.1,0
txn_1365,2026-02-01,r_0147,47745.24,4.5,0
txn_1366,2026-02-01,r_0176,48403.3,17.4,0
txn_1367,2026-02-01,r_0178,14299.89,22.6,0
txn_1368,2026-02-01,r_0189,46458.63,16.3,0
txn_1369,2026-02-01,r_0193,17151.64,20.0,0
txn_1370,2026-02-01,r_0208,7565.77,18.5,0
txn_1371,2026-02-01,r_0227,24730.96,24.9,1
txn_1372,2026-02-01,r_0270,18545.7,3.0,1
txn_1373,2026-02-01,r_0337,58483.07,17.4,0
txn_1374,2026-02-01,r_0341,15613.03,8.8,0
txn_1375,2026-02-01,r_0348,17240.02,9.4,0
txn_1376,2026-02-01,r_0364,26422.11,6.1,0
txn_1377,2026-02-01,r_0422,37070.61,14.0,1
txn_1378,2026-02-01,r_0428,12570.62,20.0,0
txn_1379,2026-02-01,r_0429,29534.46,11.4,1
txn_1380,2026-02-01,r_0435,49986.75,14.7,1
txn_1381,2026-02-01,r_0456,33961.07,24.8,0
txn_1382,2026-02-01,r_0466,14531.76,17.1,1
txn_1383,2026-02-01,r_0492,29856.97,2.4,0
txn_1384,2026-02-02,r_0017,13995.46,11.8,0
txn_1385,2026-02-02,r_0030,18340.82,14.5,1
txn_1386,2026-02-02,r_0031,10563.86,19.0,0
txn_1387,2026-02-02,r_0042,9279.13,16.5,0
txn_1388,2026-02-02,r_0043,8927.81,19.2,1
txn_1389,2026-02-02,r_0073,12483.32,7.7,0
txn_1390,2026-02-02,r_0089,44578.27,10.0,0
txn_1391,2026-02-02,r_0106,14741.5,15.5,1
txn_1392,2026-02-02,r_0119,27332.34,22.6,0
txn_1393,2026-02-02,r_0161,19553.76,22.1,0
txn_1394,2026-02-02,r_0179,19600.45,5.9,1
txn_1395,2026-02-02,r_0218,40040.22,12.0,0
txn_1396,2026-02-02,r_0224,31885.76,3.4,0
txn_1397,2026-02-02,r_0244,8743.54,4.2,0
txn_1398,2026-02-02,r_0256,15820.27,11.9,0
txn_1399,2026-02-02,r_0286,24879.49,6.3,0
txn_1400,2026-02-02,r_0297,14369.08,2.6,1
txn_1401,2026-02-02,r_0301,15354.67,18.5,0
txn_1402,2026-02-02,r_0304,13890.94,21.7,0
txn_1403,2026-02-02,r_0318,30613.91,5.4,1
txn_1404,2026-02-02,r_0355,7115.86,3.1,0
txn_1405,2026-02-02,r_0358,18850.34,6.2,1
txn_1406,2026-02-02,r_0369,14102.41,2.2,0
txn_1407,2026-02-02,r_0402,17171.94,6.3,1
txn_1408,2026-02-02,r_0435,53724.75,12.6,1
txn_1409,2026-02-02,r_0439,37389.38,16.5,1
txn_1410,2026-02-02,r_0451,24789.61,16.9,1
txn_1411,2026-02-02,r_0454,38073.57,21.2,1
txn_1412,2026-02-02,r_0466,12728.19,12.1,1
txn_1413,2026-02-02,r_0472,25914.7,11.0,0
txn_1414,2026-02-03,r_0007,9527.13,3.4,0
txn_1415,2026-02-03,r_0016,24714.77,10.8,0
txn_1416,2026-02-03,r_0042,11625.42,24.5,1
txn_1417,2026-02-03,r_0051,10042.48,16.0,0
txn_1418,2026-02-03,r_0071,3328.24,17.4,0
txn_1419,2026-02-03,r_0090,18583.53,14.5,1
txn_1420,2026-02-03,r_0091,8774.36,13.0,0
txn_1421,2026-02-03,r_0094,17424.49,24.1,0
txn_1422,2026-02-03,r_0097,12876.78,21.3,0
txn_1423,2026-02-03,r_0134,14494.69,3.0,0
txn_1424,2026-02-03,r_0170,21644.79,10.9,0
txn_1425,2026-02-03,r_0178,14397.52,17.2,0
txn_1426,2026-02-03,r_0181,35208.03,2.6,0
txn_1427,2026-02-03,r_0195,19336.75,2.6,1
txn_1428,2026-02-03,r_0196,19924.36,22.7,1
txn_1429,2026-02-03,r_0205,9896.3,19.1,0
txn_1430,2026-02-03,r_0216,28990.66,4.4,0
txn_1431,2026-02-03,r_0218,40953.03,5.0,0
txn_1432,2026-02-03,r_0221,29375.54,24.3,1
txn_1433,2026-02-03,r_0232,24548.5,3.9,0
txn_1434,2026-02-03,r_0254,24346.82,13.6,0
txn_1435,2026-02-03,r_0273,28192.08,23.0,0
txn_1436,2026-02-03,r_0274,8214.3,9.0,0
txn_1437,2026-02-03,r_0294,21241.89,3.5,0
txn_1438,2026-02-03,r_0323,19920.18,9.8,0
txn_1439,2026-02-03,r_0328,18756.61,22.4,1
txn_1440,2026-02-03,r_0355,5923.51,3.3,1
txn_1441,2026-02-03,r_0364,23095.91,13.8,0
txn_1442,2026-02-03,r_0409,12463.17,3.8,0
txn_1443,2026-02-03,r_0412,52614.9,10.0,0
txn_1444,2026-02-03,r_0414,33650.8,9.1,0
txn_1445,2026-02-03,r_0441,10641.49,23.8,1
txn_1446,2026-02-03,r_0443,35524.39,21.4,0
txn_1447,2026-02-03,r_0454,44348.63,18.8,0
txn_1448,2026-02-03,r_0457,26836.18,3.1,1
txn_1449,2026-02-03,r_0481,25570.45,20.3,1
txn_1450,2026-02-03,r_0487,28409.68,17.5,0
txn_1451,2026-02-03,r_0490,41467.47,3.7,1
txn_1452,2026-02-04,r_0034,20621.13,8.7,0
txn_1453,2026-02-04,r_0038,12843.11,5.2,0
txn_1454,2026-02-04,r_0054,16679.64,19.7,1
txn_1455,2026-02-04,r_0057,24888.65,15.9,1
txn_1456,2026-02-04,r_0090,13635.01,11.7,1
txn_1457,2026-02-04,r_0091,8512.25,23.6,0
txn_1458,2026-02-04,r_0132,19970.64,22.0,0
txn_1459,2026-02-04,r_0165,37212.59,10.9,0
txn_1460,2026-02-04,r_0175,8828.85,2.9,0
txn_1461,2026-02-04,r_0176,42449.26,11.3,1
txn_1462,2026-02-04,r_0177,13937.8,19.4,1
txn_1463,2026-02-04,r_0191,31512.3,17.7,0
txn_1464,2026-02-04,r_0195,19598.11,5.7,0
txn_1465,2026-02-04,r_0203,56973.06,20.1,0
txn_1466,2026-02-04,r_0210,32718.0,2.0,0
txn_1467,2026-02-04,r_0238,20424.87,12.0,1
txn_1468,2026-02-04,r_0253,15668.92,4.8,1
txn_1469,2026-02-04,r_0286,26746.1,9.6,1
txn_1470,2026-02-04,r_0296,47854.48,3.5,1
txn_1471,2026-02-04,r_0299,14594.32,17.4,0
txn_1472,2026-02-04,r_0315,38004.75,16.0,1
txn_1473,2026-02-04,r_0326,23787.3,4.5,0
txn_1474,2026-02-04,r_0348,12706.53,8.1,1
txn_1475,2026-02-04,r_0378,60426.2,20.2,0
txn_1476,2026-02-04,r_0381,39894.75,12.3,0
